date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:48:21	890/890	---MC-	200	added ('OK')	text/xml	date:Sun,%2015%20Nov%202020%2009:48:23%20GMT	http://sikhreviewnorthamerica.com/xmlrpc.php?rsd	D:/asr/asr/sikhreviewnorthamerica.com/xmlrpc0db0.php	(from http://sikhreviewnorthamerica.com/)
01:48:22	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22952034e-415-4ed4785da9bc0%22	http://sikhreviewnorthamerica.com/wp-includes/wlwmanifest.xml	D:/asr/asr/sikhreviewnorthamerica.com/wp-includes/wlwmanifest.xml	(from http://sikhreviewnorthamerica.com/)
01:48:23	2222/2222	---MC-	200	added ('OK')	application/json	date:Sun,%2015%20Nov%202020%2009:48:25%20GMT	http://sikhreviewnorthamerica.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsikhreviewnorthamerica.com%2F	D:/asr/asr/sikhreviewnorthamerica.com/wp-json/oembed/1.0/embedd94a.json	(from http://sikhreviewnorthamerica.com/)
01:48:23	2321/2321	---MC-	200	added ('OK')	text/xml	date:Sun,%2015%20Nov%202020%2009:48:25%20GMT	http://sikhreviewnorthamerica.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsikhreviewnorthamerica.com%2F&format=xml	D:/asr/asr/sikhreviewnorthamerica.com/wp-json/oembed/1.0/embed2302	(from http://sikhreviewnorthamerica.com/)
01:48:27	97184/97184	---M--	200	added ('OK')	application/javascript	etag:%22952042b-17ba0-5337eac0d4540%22	http://sikhreviewnorthamerica.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	D:/asr/asr/sikhreviewnorthamerica.com/wp-includes/js/jquery/jqueryb8ff.js	(from http://sikhreviewnorthamerica.com/)
01:48:28	35814/35814	---M--	200	added ('OK')	image/png	etag:%22952097e-8be6-57409bf537a40%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/logo-150x150.png	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/logo-150x150.png	(from http://sikhreviewnorthamerica.com/)
01:48:33	35032/35032	---M--	200	added ('OK')	image/png	etag:%2295209c9-88d8-57445d4f5d780%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/Untitled-1.png	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/Untitled-1.png	(from http://sikhreviewnorthamerica.com/)
01:48:34	47603/47603	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:36%20GMT	http://sikhreviewnorthamerica.com/category/articles-and-news/	D:/asr/asr/sikhreviewnorthamerica.com/category/articles-and-news/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:35	71941/71941	---M--	200	added ('OK')	image/png	etag:%229520a21-11905-57409bf537a40%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/logo.png	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/logo.png	(from http://sikhreviewnorthamerica.com/)
01:48:36	46911/46911	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:38%20GMT	http://sikhreviewnorthamerica.com/category/magazines/	D:/asr/asr/sikhreviewnorthamerica.com/category/magazines/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:39	104148/104148	---MC-	200	added ('OK')	application/json	date:Sun,%2015%20Nov%202020%2009:48:24%20GMT	http://sikhreviewnorthamerica.com/wp-json/	D:/asr/asr/sikhreviewnorthamerica.com/wp-json/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:40	26181/26181	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:42%20GMT	http://sikhreviewnorthamerica.com/never-forget-1984/	D:/asr/asr/sikhreviewnorthamerica.com/never-forget-1984/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:41	30445/30445	---M--	200	added ('OK')	image/jpeg	etag:%2295209d0-76ed-574780c312c40%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/27C2-RUNNER.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/27C2-RUNNER.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:42	27074/27074	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:44%20GMT	http://sikhreviewnorthamerica.com/contact-us/	D:/asr/asr/sikhreviewnorthamerica.com/contact-us/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:45	69064/69064	---M--	200	added ('OK')	image/jpeg	etag:%229520a1a-10dc8-574782dbfdf00%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/1407513830.31.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/1407513830.31.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:46	34674/34674	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:48%20GMT	http://sikhreviewnorthamerica.com/after-church-sikh-volunteers-take-up-temple-cleaning/	D:/asr/asr/sikhreviewnorthamerica.com/after-church-sikh-volunteers-take-up-temple-cleaning/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:47	27325/27325	---M--	200	added ('OK')	image/jpeg	etag:%229520959-6abd-574471f1c4640%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/Banga-Obama.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/Banga-Obama.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:48	36666/36666	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:50%20GMT	http://sikhreviewnorthamerica.com/amar-singh-makes-history-for-sikhs-in-malaysian-police-force/	D:/asr/asr/sikhreviewnorthamerica.com/amar-singh-makes-history-for-sikhs-in-malaysian-police-force/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:51	15365/15365	---M--	200	added ('OK')	image/jpeg	etag:%229520a8c-3c05-57678908f0b40%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/09/July-2016-150x150.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/09/July-2016-150x150.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:51	29430/29430	---M--	200	added ('OK')	image/jpeg	etag:%229520ace-72f6-5768900d35400%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/09/October-2016-520x250.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/09/October-2016-520x250.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:52	42700/42700	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:54%20GMT	http://sikhreviewnorthamerica.com/the-flying-sikh-who-won-indias-first-commonwealth-gold/	D:/asr/asr/sikhreviewnorthamerica.com/the-flying-sikh-who-won-indias-first-commonwealth-gold/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:53	38930/38930	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:55%20GMT	http://sikhreviewnorthamerica.com/surprised-and-deeply-honoured-our-chief-executive-harpal-singh-kumar-receives-a-knighthood/	D:/asr/asr/sikhreviewnorthamerica.com/surprised-and-deeply-honoured-our-chief-executive-harpal-singh-kumar-receives-a-knighthood/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:54	15715/15715	---M--	200	added ('OK')	image/jpeg	etag:%229520acc-3d63-5767888a1a000%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/09/April-2015-150x150.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/09/April-2015-150x150.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:56	37434/37434	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:58%20GMT	http://sikhreviewnorthamerica.com/president-obama-chooses-a-sikh-for-key-administration-position/	D:/asr/asr/sikhreviewnorthamerica.com/president-obama-chooses-a-sikh-for-key-administration-position/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:56	16037/16037	---M--	200	added ('OK')	image/jpeg	etag:%229520ab1-3ea5-576788ef30e80%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/09/January-2015-150x150.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/09/January-2015-150x150.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:57	47059/47059	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:48:59%20GMT	http://sikhreviewnorthamerica.com/author/admin/	D:/asr/asr/sikhreviewnorthamerica.com/author/admin/index.html	(from http://sikhreviewnorthamerica.com/)
01:48:57	174738/174738	---M--	200	added ('OK')	image/jpeg	etag:%2295209e8-2aa92-574784f8b9ac0%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/08/sdfg.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/08/sdfg.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:58	15758/15758	---M--	200	added ('OK')	image/jpeg	etag:%229520ac6-3d8e-5767885b5f1c0%22	http://sikhreviewnorthamerica.com/wp-content/uploads/2018/09/April-2014-150x150.jpg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/uploads/2018/09/April-2014-150x150.jpg	(from http://sikhreviewnorthamerica.com/)
01:48:59	33681/33681	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:49:00%20GMT	http://sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-october-2016/	D:/asr/asr/sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-october-2016/index.html	(from http://sikhreviewnorthamerica.com/)
01:49:00	34014/34014	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:49:02%20GMT	http://sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-july-2016/	D:/asr/asr/sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-july-2016/index.html	(from http://sikhreviewnorthamerica.com/)
01:49:01	2608/2608	---M--	200	added ('OK')	application/javascript	etag:%229520d25-a30-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/js/main.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/js/main1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:02	33240/33240	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:49:04%20GMT	http://sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-april-2015/	D:/asr/asr/sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-april-2015/index.html	(from http://sikhreviewnorthamerica.com/)
01:49:03	34744/34744	---M--	200	added ('OK')	application/javascript	etag:%229520d1d-87b8-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/js/bootstrap.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/js/bootstrap.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:04	34048/34048	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:49:06%20GMT	http://sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-january-2015/	D:/asr/asr/sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-january-2015/index.html	(from http://sikhreviewnorthamerica.com/)
01:49:05	14710/14710	---M--	200	added ('OK')	application/javascript	etag:%229520d7b-3976-576334d02ebc0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.4	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/contact-form-7/includes/js/scripts5560.js	(from http://sikhreviewnorthamerica.com/)
01:49:05	34024/34024	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Nov%202020%2009:49:08%20GMT	http://sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-april-2014/	D:/asr/asr/sikhreviewnorthamerica.com/north-american-sikh-review-magazine-edition-april-2014/index.html	(from http://sikhreviewnorthamerica.com/)
01:49:09	10411/10411	---MCZ	200	added ('OK')	application/javascript	etag:W/%225841a56f-52b6%22	https://s0.wp.com/wp-content/js/devicepx-jetpack.js?ver=202046	D:/asr/asr/s0.wp.com/wp-content/js/devicepx-jetpackdd93.js	(from http://sikhreviewnorthamerica.com/)
01:49:13	1015/1015	---M--	200	added ('OK')	application/javascript	etag:%229521165-3f7-5763353afe7c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/jetpack/modules/wpgroho1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:14	24042/24042	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e8609cc-5dea%22	https://secure.gravatar.com/js/gprofiles.js?ver=2020Novaa	D:/asr/asr/secure.gravatar.com/js/gprofilesda51.js	(from http://sikhreviewnorthamerica.com/)
01:49:15	5912/5912	---M--	200	added ('OK')	application/javascript	etag:%229521749-1718-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/marquee/jquery.marquee.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/marquee/jquery.marquee.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:16	3380/3380	---M--	200	added ('OK')	application/javascript	etag:%229521759-d34-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/jquery-match-height/jquery.matchHeight-min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/jquery-match-height/jquery.matchHeight-min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:17	5429/5429	---M--	200	added ('OK')	application/javascript	etag:%229521746-1535-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/theia-sticky-sidebar/theia-sticky-sidebar.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/theia-sticky-sidebar/theia-sticky-sidebar.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:17	685/685	---M--	200	added ('OK')	application/javascript	etag:%229521767-2ad-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/saga/js/skip-link-focus-fix.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/saga/js/skip-link-focus-fix1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:18	3649/3649	---M--	200	added ('OK')	application/javascript	etag:%229521768-e41-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/saga/js/script.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/saga/js/script.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:19	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%22952040b-576-541f8014be840%22	http://sikhreviewnorthamerica.com/wp-includes/js/wp-embed.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-includes/js/wp-embed.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:19	44342/44342	---M--	200	added ('OK')	application/javascript	etag:%229521741-ad36-57633b134f200%22	http://sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/owl/owl.carousel.min.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/themes/eximious-magazine/assets/lib/owl/owl.carousel.min1845.js	(from http://sikhreviewnorthamerica.com/)
01:49:24	8972/8972	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c6340e3-350a%22	https://stats.wp.com/e-202046.js	D:/asr/asr/stats.wp.com/e-202046.js	(from http://sikhreviewnorthamerica.com/)
01:49:26	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229520d0e-4f6f-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/css/bootstrap.min.css?ver=4.9.6)
01:49:28	23320/23320	---M--	200	added ('OK')	font/woff	etag:%229520d10-5b18-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/css/bootstrap.min.css?ver=4.9.6)
01:49:30	20335/20335	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229520d0e-4f6f-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.eot?	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/css/bootstrap.min.css?ver=4.9.6)
01:49:31	62926/62926	---M--	200	added ('OK')	image/svg+xml	etag:%229520d0c-f5ce-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.svg	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/css/bootstrap.min.css?ver=4.9.6)
01:49:35	41280/41280	---M--	200	added ('OK')	font/ttf	etag:%229520d0f-a140-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.ttf	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrap/css/bootstrap.min.css?ver=4.9.6)
01:49:39	325844/325844	---M--	200	added ('OK')	application/javascript	etag:%229520cfe-4f8d4-574466d5e90c0%22	http://sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrapvalidator/js/bootstrapValidator.js?ver=4.9.6	D:/asr/asr/sikhreviewnorthamerica.com/wp-content/plugins/avata-hoo-contact-form/assets/plugins/bootstrapvalidator/js/bootstrapValidator1845.js	(from http://sikhreviewnorthamerica.com/)
